 id, date, value
 Amanda, 1972-04-01,4181
 Amanda, 1972-10-01,5627
 Amanda, 1972-12-31,5627
 Amanda, 1973-04-02,5627
 Amanda, 1973-08-17,7476
 Amanda, 1973-11-16,7476
 Amanda, 1974-01-01,7476
 Amanda, 1974-04-02,7476
 Amanda, 1974-10-01,12653
 Amanda, 1974-12-31,12653
 Amanda, 1975-02-15,12653
 Amanda, 1975-05-17,12653
 Amanda, 1975-10-01,15591
 Amanda, 1975-12-31,15591
 Amanda, 1976-07-02,18280
 Amanda, 1977-01-01,18280
 Amanda, 1977-04-02,18280
 Amanda, 1977-08-17,20522
 Amanda, 1977-11-16,20522
 Amanda, 1977-12-31,20522
 Amanda, 1978-04-02,20522
 Amanda, 1978-10-01,31927
 Amanda, 1978-12-31,31927
 Amanda, 1979-02-15,31927
 Amanda, 1979-05-17,31927
 Amanda, 1979-10-01,35819
 Amanda, 1980-01-01,35819
 Amanda, 1980-07-01,35819
 Amanda, 1980-12-31,34373
 Amanda, 1981-07-02,34210
 Amanda, 1982-01-01,34210
 Amanda, 1982-07-02,34210
 Amanda, 1983-01-01,33754
 Amanda, 1983-04-02,33754
 Amanda, 1983-10-01,33906
 Amanda, 1983-12-31,33906
 Amanda, 1984-07-01,33906
 Amanda, 1985-01-01,39050
 Amanda, 1985-07-02,40522
 Amanda, 1986-01-01,40522
 Amanda, 1986-04-02,40522
 Amanda, 1986-08-17,41786
 Amanda, 1986-11-16,41786
 Amanda, 1986-12-31,41786
 Amanda, 1987-02-15,41786
 Amanda, 1987-05-17,41786
 Amanda, 1987-10-01,39451
 Amanda, 1988-01-01,39451
 Amanda, 1988-04-01,39451
 Amanda, 1988-10-01,36827
 Amanda, 1989-01-01,36827
 Amanda, 1989-04-02,36827
 Amanda, 1989-10-01,34405
 Amanda, 1989-12-31,34405
 Amanda, 1990-04-02,34405
 Amanda, 1990-08-17,28887
 Amanda, 1990-11-16,28887
 Amanda, 1991-01-01,28887
 Amanda, 1991-07-02,28887
 Amanda, 1991-12-31,25034
 Amanda, 1992-04-01,25034
 Amanda, 1992-10-01,20809
 Amanda, 1992-12-31,20809
 Amanda, 1993-07-02,18715
 Amanda, 1994-01-01,18715
 Amanda, 1994-07-02,16345
 Amanda, 1994-12-31,16345
 Amanda, 1995-07-02,16345
 Amanda, 1996-01-01,13973
 Amanda, 1996-07-01,13973
 Amanda, 1997-01-01,12239
 Amanda, 1997-07-02,10908
 Amanda, 1997-12-31,10908
 Amanda, 1998-07-02,9741
 Amanda, 1999-01-01,9741
 Amanda, 1999-04-02,9741
 Amanda, 1999-10-01,8550
 Amanda, 1999-12-31,8550
 Amanda, 2000-04-01,8550
 Amanda, 2000-10-01,6963
 Amanda, 2000-12-31,6963
 Amanda, 2001-07-02,6132
 Amanda, 2002-01-01,6132
 Amanda, 2002-04-02,6132
 Amanda, 2002-10-01,5339
 Amanda, 2002-12-31,5339
 Amanda, 2003-07-02,5339
 Amanda, 2004-01-01,4677
 Amanda, 2004-07-02,4088
 Amanda, 2005-01-01,4088
 Amanda, 2005-07-02,3355
 Amanda, 2005-12-31,3355
 Amanda, 2006-07-02,3038
 Amanda, 2007-01-01,3038
 Amanda, 2007-07-02,3038
 Amanda, 2007-12-31,2439
 Amanda, 2008-07-01,2439
 Amanda, 2008-12-31,1952
 Amanda, 2009-07-02,1655
 Amanda, 2010-01-01,1655
 Amanda, 2010-07-02,1655
 Amanda, 2010-12-31,1409
 Amanda, 2011-07-02,1409
 Amanda, 2011-12-31,1228
 Amanda, 2012-07-02,1064
 Amanda, 2013-01-01,1064
 Amanda, 2013-07-02,1048
 Amanda, 2013-12-31,1048
 Amanda, 2014-07-02,1048
 Amanda, 2015-01-01,1013
 Amanda, 2015-01-01,1013
 Amanda, 2014-07-02,1048
 Amanda, 2013-12-31,1048
 Amanda, 2013-07-02,1048
 Amanda, 2013-01-01,1064
 Amanda, 2012-07-02,1064
 Amanda, 2011-12-31,1228
 Amanda, 2011-07-02,1409
 Amanda, 2010-12-31,1409
 Amanda, 2010-07-02,1655
 Amanda, 2010-01-01,1655
 Amanda, 2009-07-02,1655
 Amanda, 2008-12-31,1952
 Amanda, 2008-07-01,2439
 Amanda, 2007-12-31,2439
 Amanda, 2007-07-02,3038
 Amanda, 2007-01-01,3038
 Amanda, 2006-07-02,3038
 Amanda, 2005-12-31,3355
 Amanda, 2005-07-02,3355
 Amanda, 2005-01-01,4088
 Amanda, 2004-07-02,4088
 Amanda, 2004-01-01,4677
 Amanda, 2003-07-02,5339
 Amanda, 2002-12-31,5339
 Amanda, 2002-07-02,6132
 Amanda, 2002-01-01,6132
 Amanda, 2001-07-02,6132
 Amanda, 2000-12-31,6963
 Amanda, 2000-07-02,6963
 Amanda, 1999-12-31,8550
 Amanda, 1999-10-01,8550
 Amanda, 1999-04-02,9741
 Amanda, 1999-01-01,9741
 Amanda, 1998-07-02,9741
 Amanda, 1997-12-31,10908
 Amanda, 1997-07-02,10908
 Amanda, 1997-01-01,12239
 Amanda, 1996-07-01,13973
 Amanda, 1996-01-01,13973
 Amanda, 1995-07-02,16345
 Amanda, 1994-12-31,16345
 Amanda, 1994-07-02,16345
 Amanda, 1994-01-01,18715
 Amanda, 1993-07-02,18715
 Amanda, 1992-12-31,20809
 Amanda, 1992-07-01,25034
 Amanda, 1991-12-31,25034
 Amanda, 1991-07-02,28887
 Amanda, 1991-01-01,28887
 Amanda, 1990-07-02,34405
 Amanda, 1989-12-31,34405
 Amanda, 1989-07-02,34405
 Amanda, 1989-01-01,36827
 Amanda, 1988-10-01,36827
 Amanda, 1988-04-01,39451
 Amanda, 1988-01-01,39451
 Amanda, 1987-10-01,39451
 Amanda, 1987-05-17,41786
 Amanda, 1987-02-15,41786
 Amanda, 1986-12-31,41786
 Amanda, 1986-11-16,41786
 Amanda, 1986-08-17,41786
 Amanda, 1986-04-02,40522
 Amanda, 1986-01-01,40522
 Amanda, 1985-10-01,40522
 Amanda, 1985-04-02,39050
 Amanda, 1985-01-01,39050
 Amanda, 1984-07-01,33906
 Amanda, 1983-12-31,33906
 Amanda, 1983-10-01,33906
 Amanda, 1983-05-17,33754
 Amanda, 1983-02-15,33754
 Amanda, 1983-01-01,33754
 Amanda, 1982-07-02,34210
 Amanda, 1982-01-01,34210
 Amanda, 1981-10-01,34210
 Amanda, 1981-04-02,34373
 Amanda, 1980-12-31,34373
 Amanda, 1980-07-01,35819
 Amanda, 1980-01-01,35819
 Amanda, 1979-07-02,31927
 Amanda, 1978-12-31,31927
 Amanda, 1978-07-02,31927
 Amanda, 1977-12-31,20522
 Amanda, 1977-10-01,20522
 Amanda, 1977-04-02,18280
 Amanda, 1977-01-01,18280
 Amanda, 1976-07-02,18280
 Amanda, 1975-12-31,15591
 Amanda, 1975-07-02,12653
 Amanda, 1974-12-31,12653
 Amanda, 1974-07-02,7476
 Amanda, 1974-01-01,7476
 Amanda, 1973-07-02,7476
 Amanda, 1972-12-31,5627
 Amanda, 1972-11-16,5627
 Amanda, 1972-08-16,5627
 Amanda, 1972-04-01,4181
 Amanda, 1972-01-01,4181
 Amanda, 1971-07-02,4133
 Amanda, 1971-01-01,4133
 Amanda, 1970-10-01,4133
 Amanda, 1970-04-02,3550
 Amanda, 1969-12-31,3550
 Amanda, 1969-07-02,3550
 Amanda, 1969-01-01,2817
 Amanda, 1968-10-01,2817
 Amanda, 1968-04-01,2430
 Amanda, 1968-01-01,2430
 Amanda, 1967-07-02,2663
 Amanda, 1966-12-31,2663
 Amanda, 1966-07-02,2329
 Amanda, 1966-01-01,2329
 Amanda, 1965-07-02,2329
 Amanda, 1964-12-31,1650
 Amanda, 1964-07-02,1650
 Amanda, 1963-12-31,1275
 Amanda, 1963-07-02,1035
 Amanda, 1963-01-01,1035
 Amanda, 1962-07-02,1035
 Amanda, 1961-12-31,948
 Amanda, 1961-07-02,948
 Amanda, 1961-01-01,1057
 Amanda, 1960-07-01,977
 Amanda, 1960-01-01,977
 Amanda, 1959-07-02,858
 Amanda, 1958-12-31,858
 Amanda, 1958-07-02,858
 Amanda, 1958-01-01,796
 Amanda, 1957-07-02,796
 Amanda, 1956-12-31,667
 Amanda, 1956-07-01,643
 Amanda, 1955-12-31,643
 Amanda, 1955-07-02,452
 Amanda, 1955-01-01,452
 Amanda, 1954-07-02,428
 Amanda, 1953-12-31,428
 Amanda, 1953-07-02,428
 Amanda, 1953-01-01,428
 Amanda, 1952-07-01,418
 Amanda, 1952-01-01,418
 Amanda, 1951-10-01,418
 Amanda, 1951-05-17,409
 Amanda, 1951-02-15,409
 Amanda, 1950-12-31,409
 Amanda, 1950-10-01,409
 Amanda, 1950-04-02,379
 Amanda, 1950-01-01,379
 Amanda, 1949-11-16,379
 Amanda, 1949-08-17,379
 Amanda, 1949-05-17,333
 Amanda, 1949-02-15,333
 Amanda, 1949-01-01,333
 Amanda, 1948-10-01,333
 Amanda, 1948-05-17,306
 Amanda, 1948-02-15,306
 Amanda, 1947-12-31,306
 Amanda, 1947-10-01,306
 Amanda, 1947-05-17,310
 Amanda, 1947-02-15,310
 Amanda, 1947-01-01,310
 Amanda, 1946-07-02,274
 Amanda, 1945-12-31,274
 Amanda, 1945-10-01,274
 Amanda, 1945-04-02,280
 Amanda, 1944-12-31,280
 Amanda, 1944-11-16,280
 Amanda, 1944-08-16,280
 Amanda, 1944-05-17,238
 Amanda, 1944-02-15,238
 Amanda, 1944-01-01,238
 Amanda, 1943-10-01,238
 Amanda, 1943-05-17,284
 Amanda, 1943-02-15,284
 Amanda, 1942-12-31,284
 Amanda, 1942-11-16,284
 Amanda, 1942-08-17,284
 Amanda, 1942-04-02,295
 Amanda, 1941-12-31,295
 Amanda, 1941-07-02,295
 Amanda, 1941-01-01,223
 Amanda, 1940-07-02,223
 Amanda, 1939-12-31,218
 Amanda, 1939-07-02,185
 Amanda, 1939-01-01,185
 Amanda, 1938-10-01,185
 Amanda, 1938-04-02,192
 Amanda, 1938-01-01,192
 Amanda, 1937-07-02,192
 Amanda, 1936-12-31,176
 Amanda, 1936-10-01,176
 Amanda, 1936-04-01,192
 Amanda, 1936-01-01,192
 Amanda, 1935-11-16,192
 Amanda, 1935-08-17,192
 Amanda, 1935-04-02,211
 Amanda, 1935-01-01,211
 Amanda, 1934-10-01,211
 Amanda, 1934-05-17,189
 Amanda, 1934-02-15,189
 Amanda, 1933-12-31,189
 Amanda, 1933-10-01,189
 Amanda, 1933-05-17,199
 Amanda, 1933-02-15,199
 Amanda, 1933-01-01,199
 Amanda, 1932-10-01,199
 Amanda, 1932-04-01,213
 Amanda, 1932-01-01,213
 Amanda, 1931-11-16,213
 Amanda, 1931-08-17,213
 Amanda, 1931-05-17,209
 Amanda, 1931-02-15,209
 Amanda, 1930-12-31,209
 Amanda, 1930-10-01,209
 Amanda, 1930-05-17,196
 Amanda, 1930-02-15,196
 Amanda, 1930-01-01,196
 Amanda, 1929-11-16,196
 Amanda, 1929-08-17,196
 Amanda, 1929-04-02,209
 Amanda, 1928-12-31,209
 Amanda, 1928-10-01,209
 Amanda, 1928-04-01,247
 Amanda, 1927-12-31,247
 Amanda, 1927-10-01,247
 Amanda, 1927-04-02,234
 Amanda, 1927-01-01,234
 Amanda, 1926-07-02,234
 Amanda, 1925-12-31,310
 Amanda, 1925-10-01,310
 Amanda, 1925-04-02,310
 Amanda, 1925-01-01,310
 Amanda, 1924-10-01,310
 Amanda, 1924-04-01,341
 Amanda, 1924-01-01,341
 Amanda, 1923-07-02,362
 Amanda, 1922-12-31,362
 Amanda, 1922-07-02,341
 Amanda, 1922-01-01,341
 Amanda, 1921-07-02,341
 Amanda, 1920-12-31,392
 Amanda, 1920-07-02,392
 Amanda, 1919-12-31,379
 Amanda, 1919-07-02,379
 Amanda, 1919-01-01,379
 Amanda, 1918-07-02,397
 Amanda, 1917-12-31,397
 Amanda, 1917-07-02,397
 Amanda, 1917-01-01,445
 Amanda, 1916-07-01,421
 Amanda, 1916-01-01,421
 Amanda, 1915-07-02,412
 Amanda, 1914-12-31,412
 Amanda, 1914-07-02,412
 Amanda, 1914-01-01,375
 Amanda, 1913-07-02,375
 Amanda, 1912-12-31,346
 Amanda, 1912-07-01,310
 Amanda, 1911-12-31,310
 Amanda, 1911-07-02,280
 Amanda, 1911-01-01,280
 Amanda, 1910-07-02,278
 Amanda, 1909-12-31,278
 Amanda, 1909-07-02,278
 Amanda, 1908-12-31,271
 Amanda, 1908-07-01,260
 Amanda, 1908-01-01,260
 Amanda, 1907-07-02,285
 Amanda, 1906-12-31,285
 Amanda, 1906-07-02,285
 Amanda, 1905-12-31,260
 Amanda, 1905-07-02,260
 Amanda, 1905-01-01,311
 Amanda, 1904-07-01,294
 Amanda, 1903-12-31,294
 Amanda, 1903-07-02,247
 Amanda, 1903-01-01,247
 Amanda, 1902-07-02,247
 Amanda, 1902-01-01,301
 Amanda, 1901-07-02,317
 Amanda, 1900-12-31,317
 Amanda, 1900-07-02,317
 Amanda, 1900-01-01,377
 Amanda, 1899-07-02,377
 Amanda, 1898-12-31,326
 Amanda, 1898-07-02,371
 Amanda, 1898-01-01,371
 Amanda, 1897-07-02,371
 Amanda, 1897-01-01,354
 Amanda, 1896-07-01,367
 Amanda, 1895-12-31,367
 Amanda, 1895-07-02,431
 Amanda, 1895-01-01,431
 Amanda, 1894-07-02,418
 Amanda, 1893-12-31,418
 Amanda, 1893-07-02,418
 Amanda, 1892-12-31,387
 Amanda, 1892-07-01,455
 Amanda, 1892-01-01,455
 Amanda, 1891-07-02,371
 Amanda, 1890-12-31,371
 Amanda, 1890-07-02,371
 Amanda, 1889-12-31,392
 Amanda, 1889-07-02,392
 Amanda, 1889-01-01,413
 Amanda, 1888-07-02,413
 Amanda, 1887-12-31,404
 Amanda, 1887-07-02,338
 Amanda, 1887-01-01,338
 Amanda, 1886-07-02,370
 Amanda, 1886-01-01,370
 Amanda, 1885-07-02,370
 Amanda, 1884-12-31,339
 Amanda, 1884-07-02,339
 Amanda, 1884-01-01,337
 Amanda, 1883-07-02,287
 Amanda, 1883-01-01,287
 Amanda, 1882-07-02,287
 Amanda, 1881-12-31,288
 Amanda, 1881-07-02,288
 Amanda, 1881-01-01,263
 Amanda, 1880-07-02,263
 Amanda, 1880-01-01,241
 Amanda, 1880-01-01,241
 Betty, 1880-01-01,117
 Betty, 1880-07-02,112
 Betty, 1881-01-01,112
 Betty, 1881-07-02,123
 Betty, 1881-12-31,123
 Betty, 1882-07-02,120
 Betty, 1883-01-01,120
 Betty, 1883-07-02,120
 Betty, 1884-01-01,144
 Betty, 1884-07-02,155
 Betty, 1884-12-31,155
 Betty, 1885-07-02,167
 Betty, 1886-01-01,167
 Betty, 1886-07-02,167
 Betty, 1887-01-01,178
 Betty, 1887-07-02,178
 Betty, 1887-12-31,214
 Betty, 1888-07-02,189
 Betty, 1889-01-01,189
 Betty, 1889-07-02,216
 Betty, 1889-12-31,216
 Betty, 1890-07-02,239
 Betty, 1890-12-31,239
 Betty, 1891-07-02,239
 Betty, 1892-01-01,255
 Betty, 1892-07-01,255
 Betty, 1892-12-31,298
 Betty, 1893-07-02,298
 Betty, 1893-12-31,298
 Betty, 1894-07-02,298
 Betty, 1895-01-01,350
 Betty, 1895-07-02,350
 Betty, 1895-12-31,342
 Betty, 1896-07-01,342
 Betty, 1897-01-01,367
 Betty, 1897-07-02,421
 Betty, 1898-01-01,421
 Betty, 1898-07-02,421
 Betty, 1898-12-31,410
 Betty, 1899-07-02,664
 Betty, 1900-01-01,664
 Betty, 1900-07-02,474
 Betty, 1900-12-31,474
 Betty, 1901-07-02,474
 Betty, 1902-01-01,580
 Betty, 1902-07-02,596
 Betty, 1903-01-01,596
 Betty, 1903-07-02,596
 Betty, 1903-12-31,707
 Betty, 1904-07-01,707
 Betty, 1905-01-01,807
 Betty, 1905-07-02,865
 Betty, 1905-12-31,865
 Betty, 1906-07-02,1018
 Betty, 1906-12-31,1018
 Betty, 1907-07-02,1018
 Betty, 1908-01-01,1128
 Betty, 1908-07-01,1128
 Betty, 1908-12-31,1082
 Betty, 1909-07-02,1389
 Betty, 1909-12-31,1389
 Betty, 1910-07-02,1389
 Betty, 1911-01-01,1456
 Betty, 1911-07-02,1456
 Betty, 1911-12-31,2011
 Betty, 1912-07-01,2011
 Betty, 1912-12-31,2239
 Betty, 1913-07-02,2933
 Betty, 1914-01-01,2933
 Betty, 1914-07-02,4182
 Betty, 1914-12-31,4182
 Betty, 1915-07-02,4182
 Betty, 1916-01-01,5136
 Betty, 1916-07-01,5136
 Betty, 1917-01-01,6639
 Betty, 1917-04-02,6639
 Betty, 1917-10-01,8802
 Betty, 1917-12-31,8802
 Betty, 1918-07-02,8802
 Betty, 1919-01-01,10107
 Betty, 1919-07-02,10107
 Betty, 1919-12-31,14017
 Betty, 1920-07-02,17637
 Betty, 1920-12-31,17637
 Betty, 1921-07-02,20893
 Betty, 1922-01-01,20893
 Betty, 1922-07-02,20893
 Betty, 1922-12-31,25990
 Betty, 1923-07-02,25990
 Betty, 1924-01-01,30602
 Betty, 1924-07-02,32817
 Betty, 1925-01-01,32817
 Betty, 1925-07-02,32959
 Betty, 1925-12-31,32959
 Betty, 1926-07-02,35422
 Betty, 1927-01-01,35422
 Betty, 1927-07-02,35422
 Betty, 1927-12-31,36078
 Betty, 1928-07-02,36669
 Betty, 1928-12-31,36669
 Betty, 1929-07-02,38239
 Betty, 1930-01-01,38239
 Betty, 1930-07-02,38239
 Betty, 1930-12-31,36102
 Betty, 1931-07-02,36102
 Betty, 1932-01-01,34411
 Betty, 1932-07-02,31526
 Betty, 1933-01-01,31526
 Betty, 1933-07-02,31078
 Betty, 1933-12-31,31078
 Betty, 1934-07-02,28673
 Betty, 1935-01-01,28673
 Betty, 1935-07-02,28673
 Betty, 1936-01-01,25863
 Betty, 1936-07-02,25328
 Betty, 1936-12-31,25328
 Betty, 1937-07-02,25502
 Betty, 1938-01-01,25502
 Betty, 1938-04-02,25502
 Betty, 1938-10-01,23639
 Betty, 1939-01-01,23639
 Betty, 1939-07-02,23639
 Betty, 1939-12-31,22074
 Betty, 1940-07-02,20900
 Betty, 1941-01-01,20900
 Betty, 1941-07-02,21654
 Betty, 1941-12-31,21654
 Betty, 1942-04-02,21654
 Betty, 1942-10-01,21595
 Betty, 1942-12-31,21595
 Betty, 1943-02-15,21595
 Betty, 1943-05-17,21595
 Betty, 1943-10-01,19757
 Betty, 1944-01-01,19757
 Betty, 1944-02-15,19757
 Betty, 1944-05-17,19757
 Betty, 1944-10-01,18383
 Betty, 1944-12-31,18383
 Betty, 1945-04-02,18383
 Betty, 1945-10-01,19714
 Betty, 1945-12-31,19714
 Betty, 1946-07-02,19714
 Betty, 1947-01-01,18962
 Betty, 1947-02-15,18962
 Betty, 1947-04-25,18962
 Betty, 1947-06-09,18962
 Betty, 1947-10-01,16622
 Betty, 1947-12-31,16622
 Betty, 1948-01-23,16622
 Betty, 1948-03-09,16622
 Betty, 1948-05-17,16622
 Betty, 1948-10-01,14946
 Betty, 1949-01-01,14946
 Betty, 1949-02-15,14946
 Betty, 1949-05-17,14946
 Betty, 1949-08-17,13614
 Betty, 1949-11-16,13614
 Betty, 1950-01-01,13614
 Betty, 1950-04-02,13614
 Betty, 1950-10-01,12820
 Betty, 1950-12-31,12820
 Betty, 1951-02-15,12820
 Betty, 1951-05-17,12820
 Betty, 1951-10-01,12125
 Betty, 1952-01-01,12125
 Betty, 1952-07-01,12125
 Betty, 1953-01-01,11367
 Betty, 1953-07-02,10615
 Betty, 1953-12-31,10615
 Betty, 1954-07-02,10615
 Betty, 1955-01-01,9928
 Betty, 1955-07-02,9928
 Betty, 1955-12-31,9213
 Betty, 1956-07-01,9213
 Betty, 1956-12-31,8474
 Betty, 1957-07-02,7709
 Betty, 1958-01-01,7709
 Betty, 1958-07-02,7317
 Betty, 1958-12-31,7317
 Betty, 1959-07-02,7317
 Betty, 1960-01-01,6503
 Betty, 1960-07-01,6503
 Betty, 1961-01-01,5580
 Betty, 1961-07-02,4765
 Betty, 1961-12-31,4765
 Betty, 1962-07-02,4154
 Betty, 1963-01-01,4154
 Betty, 1963-07-02,4154
 Betty, 1963-12-31,4067
 Betty, 1964-07-02,3565
 Betty, 1964-12-31,3565
 Betty, 1965-07-02,2948
 Betty, 1966-01-01,2948
 Betty, 1966-07-02,2948
 Betty, 1966-12-31,2543
 Betty, 1967-07-02,2543
 Betty, 1968-01-01,2134
 Betty, 1968-07-02,2133
 Betty, 1969-01-01,2133
 Betty, 1969-07-02,1967
 Betty, 1969-12-31,1967
 Betty, 1970-07-02,1763
 Betty, 1971-01-01,1763
 Betty, 1971-07-02,1763
 Betty, 1972-01-01,1366
 Betty, 1972-04-01,1366
 Betty, 1972-10-01,1323
 Betty, 1972-12-31,1323
 Betty, 1973-04-02,1323
 Betty, 1973-08-17,1130
 Betty, 1973-11-16,1130
 Betty, 1974-01-01,1130
 Betty, 1974-04-02,1130
 Betty, 1974-10-01,1021
 Betty, 1974-12-31,1021
 Betty, 1975-02-15,1021
 Betty, 1975-05-17,1021
 Betty, 1975-10-01,908
 Betty, 1975-12-31,908
 Betty, 1976-07-02,807
 Betty, 1977-01-01,807
 Betty, 1977-04-02,807
 Betty, 1977-08-17,715
 Betty, 1977-11-16,715
 Betty, 1977-12-31,715
 Betty, 1978-04-02,715
 Betty, 1978-10-01,711
 Betty, 1978-12-31,711
 Betty, 1979-02-15,711
 Betty, 1979-05-17,711
 Betty, 1979-10-01,658
 Betty, 1980-01-01,658
 Betty, 1980-07-01,658
 Betty, 1980-12-31,662
 Betty, 1981-04-02,662
 Betty, 1981-10-01,635
 Betty, 1982-01-01,635
 Betty, 1982-07-02,635
 Betty, 1983-01-01,563
 Betty, 1983-04-02,563
 Betty, 1983-10-01,503
 Betty, 1983-12-31,503
 Betty, 1984-07-01,503
 Betty, 1985-01-01,502
 Betty, 1985-07-02,407
 Betty, 1986-01-01,407
 Betty, 1986-04-02,407
 Betty, 1986-08-17,435
 Betty, 1986-11-16,435
 Betty, 1986-12-31,435
 Betty, 1987-02-15,435
 Betty, 1987-05-17,435
 Betty, 1987-10-01,395
 Betty, 1988-01-01,395
 Betty, 1988-04-01,395
 Betty, 1988-10-01,399
 Betty, 1989-01-01,399
 Betty, 1989-04-02,399
 Betty, 1989-10-01,406
 Betty, 1989-12-31,406
 Betty, 1990-04-02,406
 Betty, 1990-08-17,345
 Betty, 1990-11-16,345
 Betty, 1991-01-01,345
 Betty, 1991-07-02,345
 Betty, 1991-12-31,296
 Betty, 1992-04-01,296
 Betty, 1992-10-01,292
 Betty, 1992-12-31,292
 Betty, 1993-07-02,275
 Betty, 1994-01-01,275
 Betty, 1994-07-02,234
 Betty, 1994-12-31,234
 Betty, 1995-07-02,234
 Betty, 1996-01-01,217
 Betty, 1996-07-01,217
 Betty, 1997-01-01,189
 Betty, 1997-07-02,194
 Betty, 1997-12-31,194
 Betty, 1998-07-02,182
 Betty, 1999-01-01,182
 Betty, 1999-04-02,182
 Betty, 1999-10-01,174
 Betty, 1999-12-31,174
 Betty, 2000-04-01,174
 Betty, 2000-10-01,153
 Betty, 2000-12-31,153
 Betty, 2001-07-02,127
 Betty, 2002-01-01,127
 Betty, 2002-04-02,127
 Betty, 2002-10-01,142
 Betty, 2002-12-31,142
 Betty, 2003-07-02,142
 Betty, 2004-01-01,136
 Betty, 2004-07-02,132
 Betty, 2005-01-01,132
 Betty, 2005-07-02,135
 Betty, 2005-12-31,135
 Betty, 2006-07-02,134
 Betty, 2007-01-01,134
 Betty, 2007-07-02,134
 Betty, 2007-12-31,137
 Betty, 2008-07-01,137
 Betty, 2008-12-31,148
 Betty, 2009-07-02,132
 Betty, 2010-01-01,132
 Betty, 2010-07-02,132
 Betty, 2010-12-31,167
 Betty, 2011-07-02,167
 Betty, 2011-12-31,140
 Betty, 2012-07-02,174
 Betty, 2013-01-01,174
 Betty, 2013-07-02,193
 Betty, 2013-12-31,193
 Betty, 2014-07-02,193
 Betty, 2015-01-01,186
 Betty, 2015-01-01,186
 Betty, 2014-07-02,193
 Betty, 2013-12-31,193
 Betty, 2013-07-02,193
 Betty, 2013-01-01,174
 Betty, 2012-07-02,174
 Betty, 2011-12-31,140
 Betty, 2011-07-02,167
 Betty, 2010-12-31,167
 Betty, 2010-07-02,132
 Betty, 2010-01-01,132
 Betty, 2009-07-02,132
 Betty, 2008-12-31,148
 Betty, 2008-07-01,137
 Betty, 2007-12-31,137
 Betty, 2007-07-02,134
 Betty, 2007-01-01,134
 Betty, 2006-07-02,134
 Betty, 2005-12-31,135
 Betty, 2005-07-02,135
 Betty, 2005-01-01,132
 Betty, 2004-07-02,132
 Betty, 2004-01-01,136
 Betty, 2003-07-02,142
 Betty, 2002-12-31,142
 Betty, 2002-10-01,142
 Betty, 2002-04-02,127
 Betty, 2002-01-01,127
 Betty, 2001-07-02,127
 Betty, 2000-12-31,153
 Betty, 2000-10-01,153
 Betty, 2000-04-01,174
 Betty, 1999-12-31,174
 Betty, 1999-10-01,174
 Betty, 1999-04-02,182
 Betty, 1999-01-01,182
 Betty, 1998-07-02,182
 Betty, 1997-12-31,194
 Betty, 1997-07-02,194
 Betty, 1997-01-01,189
 Betty, 1996-07-01,217
 Betty, 1996-01-01,217
 Betty, 1995-07-02,234
 Betty, 1994-12-31,234
 Betty, 1994-07-02,234
 Betty, 1994-01-01,275
 Betty, 1993-07-02,275
 Betty, 1992-12-31,292
 Betty, 1992-10-01,292
 Betty, 1992-04-01,296
 Betty, 1991-12-31,296
 Betty, 1991-07-02,345
 Betty, 1991-01-01,345
 Betty, 1990-11-16,345
 Betty, 1990-08-17,345
 Betty, 1990-04-02,406
 Betty, 1989-12-31,406
 Betty, 1989-10-01,406
 Betty, 1989-04-02,399
 Betty, 1989-01-01,399
 Betty, 1988-10-01,399
 Betty, 1988-04-01,395
 Betty, 1988-01-01,395
 Betty, 1987-10-01,395
 Betty, 1987-05-17,435
 Betty, 1987-02-15,435
 Betty, 1986-12-31,435
 Betty, 1986-11-16,435
 Betty, 1986-08-17,435
 Betty, 1986-04-02,407
 Betty, 1986-01-01,407
 Betty, 1985-07-02,407
 Betty, 1985-01-01,502
 Betty, 1984-07-01,503
 Betty, 1983-12-31,503
 Betty, 1983-10-01,503
 Betty, 1983-04-02,563
 Betty, 1983-01-01,563
 Betty, 1982-07-02,635
 Betty, 1982-01-01,635
 Betty, 1981-07-02,635
 Betty, 1980-12-31,662
 Betty, 1980-07-01,658
 Betty, 1980-01-01,658
 Betty, 1979-10-01,658
 Betty, 1979-05-17,711
 Betty, 1979-02-15,711
 Betty, 1978-12-31,711
 Betty, 1978-10-01,711
 Betty, 1978-04-02,715
 Betty, 1977-12-31,715
 Betty, 1977-11-16,715
 Betty, 1977-08-17,715
 Betty, 1977-04-02,807
 Betty, 1977-01-01,807
 Betty, 1976-07-02,807
 Betty, 1975-12-31,908
 Betty, 1975-10-01,908
 Betty, 1975-05-17,1021
 Betty, 1975-02-15,1021
 Betty, 1974-12-31,1021
 Betty, 1974-10-01,1021
 Betty, 1974-04-02,1130
 Betty, 1974-01-01,1130
 Betty, 1973-11-16,1130
 Betty, 1973-08-17,1130
 Betty, 1973-04-02,1323
 Betty, 1972-12-31,1323
 Betty, 1972-10-01,1323
 Betty, 1972-04-01,1366
 Betty, 1972-01-01,1366
 Betty, 1971-07-02,1763
 Betty, 1971-01-01,1763
 Betty, 1970-07-02,1763
 Betty, 1969-12-31,1967
 Betty, 1969-07-02,1967
 Betty, 1969-01-01,2133
 Betty, 1968-07-02,2133
 Betty, 1968-01-01,2134
 Betty, 1967-07-02,2543
 Betty, 1966-12-31,2543
 Betty, 1966-07-02,2948
 Betty, 1966-01-01,2948
 Betty, 1965-07-02,2948
