date,newcases
2022-09-20T04:00Z,3576
2022-09-21T04:00Z,4961
2022-09-22T04:00Z,6604
2022-09-23T04:00Z,5963
2022-09-24T04:00Z,2848
2022-09-25T04:00Z,2405
2022-09-26T04:00Z,8079
2022-09-27T04:00Z,3272
2022-09-28T04:00Z,4336
2022-09-29T04:00Z,5701
2022-09-30T04:00Z,5525
2022-10-01T04:00Z,2643
2022-10-02T04:00Z,2148
2022-10-03T04:00Z,8204
2022-10-04T04:00Z,3033
2022-10-05T04:00Z,4157
2022-10-06T04:00Z,5294
2022-10-07T04:00Z,4436
2022-10-08T04:00Z,2640
2022-10-09T04:00Z,2178
2022-10-10T04:00Z,1713
2022-10-11T04:00Z,9193
2022-10-12T04:00Z,3863
2022-10-13T04:00Z,4812
2022-10-14T04:00Z,2764
2022-10-15T04:00Z,2185
2022-10-16T04:00Z,2186
2022-10-17T04:00Z,10923
2022-10-18T04:00Z,3148
2022-10-19T04:00Z,3971
2022-10-20T04:00Z,5130
2022-10-21T04:00Z,4846
2022-10-22T04:00Z,2052
2022-10-23T04:00Z,1739
2022-10-24T04:00Z,7734
2022-10-25T04:00Z,3187
2022-10-26T04:00Z,4348
2022-10-27T04:00Z,5680
2022-10-28T04:00Z,5229
2022-10-29T04:00Z,2277
2022-10-30T04:00Z,1745
2022-10-31T04:00Z,8652
2022-11-01T04:00Z,2981
2022-11-02T04:00Z,3814
2022-11-03T04:00Z,5363
2022-11-04T04:00Z,5306
2022-11-05T04:00Z,2175
2022-11-06T04:00Z,1928
2022-11-07T05:00Z,10005
2022-11-08T05:00Z,1536
2022-11-09T05:00Z,6256
2022-11-10T05:00Z,5736
2022-11-11T05:00Z,1805
2022-11-12T05:00Z,1613
2022-11-13T05:00Z,1412
2022-11-14T05:00Z,11348
2022-11-15T05:00Z,3462
2022-11-16T05:00Z,3940
2022-11-17T05:00Z,5572
2022-11-18T05:00Z,4859
2022-11-19T05:00Z,1872
2022-11-20T05:00Z,1437
2022-11-21T05:00Z,8103
2022-11-22T05:00Z,2860
2022-11-23T05:00Z,3421
2022-11-24T05:00Z,2362
2022-11-25T05:00Z,1735
2022-11-26T05:00Z,1001
2022-11-27T05:00Z,1384
2022-11-28T05:00Z,13014
2022-11-29T05:00Z,6033
2022-11-30T05:00Z,6977
2022-12-01T05:00Z,9509
2022-12-02T05:00Z,8059
2022-12-03T05:00Z,2811
2022-12-04T05:00Z,1858
2022-12-05T05:00Z,11901
2022-12-06T05:00Z,5125
2022-12-07T05:00Z,5900
2022-12-08T05:00Z,8178
2022-12-09T05:00Z,7526
2022-12-10T05:00Z,2609
2022-12-11T05:00Z,2707
2022-12-12T05:00Z,12790
2022-12-13T05:00Z,5178
2022-12-14T05:00Z,5540
2022-12-15T05:00Z,8387
2022-12-16T05:00Z,7856
2022-12-17T05:00Z,2908
2022-12-18T05:00Z,2416
2022-12-19T05:00Z,13576
2022-12-20T05:00Z,5122
2022-12-21T05:00Z,6083
2022-12-22T05:00Z,8542
2022-12-23T05:00Z,7912
2022-12-24T05:00Z,3039
2022-12-25T05:00Z,2229
2022-12-26T05:00Z,1380
2022-12-27T05:00Z,13350
2022-12-28T05:00Z,3275
2022-12-29T05:00Z,6307
2022-12-30T05:00Z,7895
2022-12-31T05:00Z,3110
2023-01-01T05:00Z,2426
2023-01-02T05:00Z,1847
2023-01-03T05:00Z,14541
2023-01-04T05:00Z,4035
2023-01-05T05:00Z,7087
2023-01-06T05:00Z,7891
2023-01-07T05:00Z,2898
2023-01-08T05:00Z,2210
2023-01-09T05:00Z,11775
2023-01-10T05:00Z,3939
2023-01-11T05:00Z,4347
2023-01-12T05:00Z,5945
2023-01-13T05:00Z,5339
2023-01-14T05:00Z,2030
2023-01-15T05:00Z,1618
2023-01-16T05:00Z,1260
2023-01-17T05:00Z,10335
2023-01-18T05:00Z,3585
2023-01-19T05:00Z,5416
2023-01-20T05:00Z,2206
2023-01-21T05:00Z,1904
2023-01-22T05:00Z,1538
2023-01-23T05:00Z,11293
2023-01-24T05:00Z,3256
2023-01-25T05:00Z,3468
2023-01-26T05:00Z,4674
2023-01-27T05:00Z,1883
2023-01-28T05:00Z,1761
2023-01-29T05:00Z,1499
2023-01-30T05:00Z,8792
2023-01-31T05:00Z,2594
2023-02-01T05:00Z,3090
2023-02-02T05:00Z,4269
2023-02-03T05:00Z,4003
2023-02-04T05:00Z,1635
2023-02-05T05:00Z,1210
2023-02-06T05:00Z,4984
2023-02-07T05:00Z,1849
2023-02-08T05:00Z,2494
2023-02-09T05:00Z,3623
2023-02-10T05:00Z,3138
2023-02-11T05:00Z,1426
2023-02-12T05:00Z,1122
2023-02-13T05:00Z,4226
2023-02-14T05:00Z,1962
2023-02-15T05:00Z,2509
2023-02-16T05:00Z,2935
2023-02-17T05:00Z,2501
2023-02-18T05:00Z,2397
2023-02-19T05:00Z,1112
2023-02-20T05:00Z,857
2023-02-21T05:00Z,6535
2023-02-22T05:00Z,0
2023-02-23T05:00Z,2806
2023-02-24T05:00Z,2075
2023-02-25T05:00Z,1038
2023-02-26T05:00Z,953
2023-02-27T05:00Z,2963
2023-02-28T05:00Z,2225
2023-03-01T05:00Z,423
2023-03-02T05:00Z,2383
2023-03-03T05:00Z,1747
2023-03-04T05:00Z,995
2023-03-05T05:00Z,765
2023-03-06T05:00Z,2405
2023-03-07T05:00Z,1039
2023-03-08T05:00Z,1359
2023-03-09T05:00Z,1513
2023-03-10T05:00Z,1409
2023-03-11T05:00Z,912
2023-03-12T05:00Z,646
2023-03-13T04:00Z,2052
2023-03-14T04:00Z,867
2023-03-15T04:00Z,1090
2023-03-16T04:00Z,1448
2023-03-17T04:00Z,1273
2023-03-18T04:00Z,780
2023-03-19T04:00Z,551
2023-03-20T04:00Z,728
2023-03-21T04:00Z,1671
2023-03-22T04:00Z,984
2023-03-23T04:00Z,1297
