Epoch: 001, Train Acc: 0.0829, Test Acc: 0.0829, Train Acc Top5: 0.2865, Test Acc Top5: 0.2707
Epoch: 002, Train Acc: 0.0829, Test Acc: 0.0635, Train Acc Top5: 0.3694, Test Acc Top5: 0.3536
Epoch: 003, Train Acc: 0.1369, Test Acc: 0.1160, Train Acc Top5: 0.4342, Test Acc Top5: 0.3978
Epoch: 004, Train Acc: 0.1550, Test Acc: 0.1271, Train Acc Top5: 0.4721, Test Acc Top5: 0.4227
Epoch: 005, Train Acc: 0.1910, Test Acc: 0.1878, Train Acc Top5: 0.5225, Test Acc Top5: 0.4972
Epoch: 006, Train Acc: 0.2252, Test Acc: 0.1657, Train Acc Top5: 0.5910, Test Acc Top5: 0.5110
Epoch: 007, Train Acc: 0.2360, Test Acc: 0.1796, Train Acc Top5: 0.6252, Test Acc Top5: 0.5000
Epoch: 008, Train Acc: 0.2414, Test Acc: 0.1851, Train Acc Top5: 0.6090, Test Acc Top5: 0.5331
Epoch: 009, Train Acc: 0.2865, Test Acc: 0.1961, Train Acc Top5: 0.6414, Test Acc Top5: 0.5442
Epoch: 010, Train Acc: 0.2577, Test Acc: 0.1878, Train Acc Top5: 0.6631, Test Acc Top5: 0.5331
Epoch: 011, Train Acc: 0.2541, Test Acc: 0.1934, Train Acc Top5: 0.6613, Test Acc Top5: 0.5331
Epoch: 012, Train Acc: 0.2883, Test Acc: 0.2017, Train Acc Top5: 0.7117, Test Acc Top5: 0.5580
Epoch: 013, Train Acc: 0.2847, Test Acc: 0.2017, Train Acc Top5: 0.6955, Test Acc Top5: 0.5470
Epoch: 014, Train Acc: 0.2973, Test Acc: 0.1878, Train Acc Top5: 0.7207, Test Acc Top5: 0.5912
Epoch: 015, Train Acc: 0.3261, Test Acc: 0.1740, Train Acc Top5: 0.7225, Test Acc Top5: 0.6022
Epoch: 016, Train Acc: 0.3459, Test Acc: 0.2210, Train Acc Top5: 0.7405, Test Acc Top5: 0.5856
