Epoch: 001, Train Acc: 0.0739, Test Acc: 0.0718, Train Acc Top5: 0.5333, Test Acc Top5: 0.5663
Epoch: 051, Train Acc: 0.6973, Test Acc: 0.4669, Train Acc Top5: 0.9838, Test Acc Top5: 0.8729
Epoch: 052, Train Acc: 0.7171, Test Acc: 0.4613, Train Acc Top5: 0.9802, Test Acc Top5: 0.8591
Epoch: 053, Train Acc: 0.7207, Test Acc: 0.4972, Train Acc Top5: 0.9802, Test Acc Top5: 0.8425
Epoch: 054, Train Acc: 0.6865, Test Acc: 0.4917, Train Acc Top5: 0.9712, Test Acc Top5: 0.8481
Epoch: 055, Train Acc: 0.6937, Test Acc: 0.5028, Train Acc Top5: 0.9802, Test Acc Top5: 0.8564
Epoch: 056, Train Acc: 0.7369, Test Acc: 0.4641, Train Acc Top5: 0.9820, Test Acc Top5: 0.8564
Epoch: 057, Train Acc: 0.7297, Test Acc: 0.5138, Train Acc Top5: 0.9874, Test Acc Top5: 0.8757
Epoch: 058, Train Acc: 0.7207, Test Acc: 0.5028, Train Acc Top5: 0.9820, Test Acc Top5: 0.8481
Epoch: 059, Train Acc: 0.7279, Test Acc: 0.4696, Train Acc Top5: 0.9892, Test Acc Top5: 0.8536
Epoch: 060, Train Acc: 0.7568, Test Acc: 0.4807, Train Acc Top5: 0.9874, Test Acc Top5: 0.8564
Epoch: 061, Train Acc: 0.7117, Test Acc: 0.4475, Train Acc Top5: 0.9856, Test Acc Top5: 0.8536
Epoch: 062, Train Acc: 0.7477, Test Acc: 0.4779, Train Acc Top5: 0.9874, Test Acc Top5: 0.8591
Epoch: 063, Train Acc: 0.7423, Test Acc: 0.4807, Train Acc Top5: 0.9910, Test Acc Top5: 0.8564
Epoch: 064, Train Acc: 0.7207, Test Acc: 0.4917, Train Acc Top5: 0.9856, Test Acc Top5: 0.8508
Epoch: 065, Train Acc: 0.7514, Test Acc: 0.5000, Train Acc Top5: 0.9910, Test Acc Top5: 0.8508
Epoch: 066, Train Acc: 0.7514, Test Acc: 0.4945, Train Acc Top5: 0.9874, Test Acc Top5: 0.8564
Epoch: 067, Train Acc: 0.7009, Test Acc: 0.4862, Train Acc Top5: 0.9784, Test Acc Top5: 0.8674
Epoch: 068, Train Acc: 0.7243, Test Acc: 0.4448, Train Acc Top5: 0.9910, Test Acc Top5: 0.8453
Epoch: 069, Train Acc: 0.7423, Test Acc: 0.4613, Train Acc Top5: 0.9838, Test Acc Top5: 0.8812
Epoch: 070, Train Acc: 0.7477, Test Acc: 0.4945, Train Acc Top5: 0.9802, Test Acc Top5: 0.8619
Epoch: 071, Train Acc: 0.7405, Test Acc: 0.4724, Train Acc Top5: 0.9874, Test Acc Top5: 0.8508
Epoch: 072, Train Acc: 0.7459, Test Acc: 0.4945, Train Acc Top5: 0.9892, Test Acc Top5: 0.8508
Epoch: 073, Train Acc: 0.7640, Test Acc: 0.4696, Train Acc Top5: 0.9874, Test Acc Top5: 0.8591
Epoch: 074, Train Acc: 0.7333, Test Acc: 0.4890, Train Acc Top5: 0.9874, Test Acc Top5: 0.8591
Epoch: 075, Train Acc: 0.7477, Test Acc: 0.5028, Train Acc Top5: 0.9946, Test Acc Top5: 0.8536
Epoch: 076, Train Acc: 0.7676, Test Acc: 0.4751, Train Acc Top5: 0.9874, Test Acc Top5: 0.8702
Epoch: 077, Train Acc: 0.6973, Test Acc: 0.4365, Train Acc Top5: 0.9838, Test Acc Top5: 0.8702
Epoch: 078, Train Acc: 0.7550, Test Acc: 0.4558, Train Acc Top5: 0.9910, Test Acc Top5: 0.8481
Epoch: 079, Train Acc: 0.7477, Test Acc: 0.4613, Train Acc Top5: 0.9928, Test Acc Top5: 0.8536
Epoch: 080, Train Acc: 0.7928, Test Acc: 0.5083, Train Acc Top5: 0.9946, Test Acc Top5: 0.8564
Epoch: 081, Train Acc: 0.7856, Test Acc: 0.4834, Train Acc Top5: 0.9910, Test Acc Top5: 0.8564
Epoch: 082, Train Acc: 0.7838, Test Acc: 0.4751, Train Acc Top5: 0.9964, Test Acc Top5: 0.8729
Epoch: 083, Train Acc: 0.8000, Test Acc: 0.4890, Train Acc Top5: 0.9910, Test Acc Top5: 0.8398
Epoch: 084, Train Acc: 0.7820, Test Acc: 0.5000, Train Acc Top5: 0.9946, Test Acc Top5: 0.8481
Epoch: 085, Train Acc: 0.7946, Test Acc: 0.5000, Train Acc Top5: 0.9946, Test Acc Top5: 0.8619
Epoch: 086, Train Acc: 0.7910, Test Acc: 0.4724, Train Acc Top5: 0.9874, Test Acc Top5: 0.8453
Epoch: 087, Train Acc: 0.7838, Test Acc: 0.4834, Train Acc Top5: 0.9946, Test Acc Top5: 0.8453
Epoch: 088, Train Acc: 0.7784, Test Acc: 0.4917, Train Acc Top5: 0.9928, Test Acc Top5: 0.8702
Epoch: 089, Train Acc: 0.8072, Test Acc: 0.4917, Train Acc Top5: 0.9928, Test Acc Top5: 0.8591
Epoch: 090, Train Acc: 0.8108, Test Acc: 0.5221, Train Acc Top5: 0.9946, Test Acc Top5: 0.8564
Epoch: 091, Train Acc: 0.8234, Test Acc: 0.4945, Train Acc Top5: 0.9964, Test Acc Top5: 0.8453
Epoch: 092, Train Acc: 0.8216, Test Acc: 0.5138, Train Acc Top5: 0.9946, Test Acc Top5: 0.8536
Epoch: 093, Train Acc: 0.8018, Test Acc: 0.5138, Train Acc Top5: 0.9928, Test Acc Top5: 0.8481
Epoch: 094, Train Acc: 0.8360, Test Acc: 0.5166, Train Acc Top5: 0.9946, Test Acc Top5: 0.8619
Epoch: 095, Train Acc: 0.8288, Test Acc: 0.5028, Train Acc Top5: 0.9982, Test Acc Top5: 0.8564
Epoch: 096, Train Acc: 0.8288, Test Acc: 0.5028, Train Acc Top5: 0.9946, Test Acc Top5: 0.8619
Epoch: 097, Train Acc: 0.7928, Test Acc: 0.4807, Train Acc Top5: 0.9910, Test Acc Top5: 0.8619
Epoch: 098, Train Acc: 0.7874, Test Acc: 0.4862, Train Acc Top5: 0.9964, Test Acc Top5: 0.8508
Epoch: 099, Train Acc: 0.8144, Test Acc: 0.4890, Train Acc Top5: 0.9946, Test Acc Top5: 0.8674
Epoch: 100, Train Acc: 0.8342, Test Acc: 0.5083, Train Acc Top5: 0.9928, Test Acc Top5: 0.8453
Epoch: 101, Train Acc: 0.8108, Test Acc: 0.5193, Train Acc Top5: 0.9946, Test Acc Top5: 0.8702
Epoch: 102, Train Acc: 0.7928, Test Acc: 0.4972, Train Acc Top5: 0.9964, Test Acc Top5: 0.8425
Epoch: 103, Train Acc: 0.8270, Test Acc: 0.4890, Train Acc Top5: 0.9946, Test Acc Top5: 0.8702
Epoch: 104, Train Acc: 0.8234, Test Acc: 0.4945, Train Acc Top5: 0.9982, Test Acc Top5: 0.8564
Epoch: 105, Train Acc: 0.8324, Test Acc: 0.5000, Train Acc Top5: 0.9946, Test Acc Top5: 0.8702
Epoch: 106, Train Acc: 0.8432, Test Acc: 0.5028, Train Acc Top5: 0.9964, Test Acc Top5: 0.8619
Epoch: 107, Train Acc: 0.8234, Test Acc: 0.5055, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 108, Train Acc: 0.8342, Test Acc: 0.5110, Train Acc Top5: 0.9964, Test Acc Top5: 0.8729
Epoch: 109, Train Acc: 0.8414, Test Acc: 0.5331, Train Acc Top5: 0.9964, Test Acc Top5: 0.8619
Epoch: 110, Train Acc: 0.8523, Test Acc: 0.5028, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 111, Train Acc: 0.8126, Test Acc: 0.5110, Train Acc Top5: 0.9982, Test Acc Top5: 0.8619
Epoch: 112, Train Acc: 0.8559, Test Acc: 0.4917, Train Acc Top5: 0.9964, Test Acc Top5: 0.8591
Epoch: 113, Train Acc: 0.8450, Test Acc: 0.5110, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 114, Train Acc: 0.8432, Test Acc: 0.4862, Train Acc Top5: 0.9982, Test Acc Top5: 0.8702
Epoch: 115, Train Acc: 0.8378, Test Acc: 0.5000, Train Acc Top5: 1.0000, Test Acc Top5: 0.8646
Epoch: 116, Train Acc: 0.8450, Test Acc: 0.5221, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 117, Train Acc: 0.8631, Test Acc: 0.4945, Train Acc Top5: 0.9982, Test Acc Top5: 0.8564
Epoch: 118, Train Acc: 0.8559, Test Acc: 0.5000, Train Acc Top5: 0.9964, Test Acc Top5: 0.8591
Epoch: 119, Train Acc: 0.8505, Test Acc: 0.5193, Train Acc Top5: 0.9982, Test Acc Top5: 0.8315
Epoch: 120, Train Acc: 0.8126, Test Acc: 0.4972, Train Acc Top5: 0.9982, Test Acc Top5: 0.8453
Epoch: 121, Train Acc: 0.7838, Test Acc: 0.4890, Train Acc Top5: 0.9892, Test Acc Top5: 0.8315
Epoch: 122, Train Acc: 0.8396, Test Acc: 0.5304, Train Acc Top5: 0.9982, Test Acc Top5: 0.8729
Epoch: 123, Train Acc: 0.8306, Test Acc: 0.4917, Train Acc Top5: 0.9946, Test Acc Top5: 0.8785
Epoch: 124, Train Acc: 0.8505, Test Acc: 0.5000, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 125, Train Acc: 0.8288, Test Acc: 0.4890, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 126, Train Acc: 0.8505, Test Acc: 0.5028, Train Acc Top5: 0.9982, Test Acc Top5: 0.8564
Epoch: 127, Train Acc: 0.8450, Test Acc: 0.4807, Train Acc Top5: 0.9946, Test Acc Top5: 0.8453
Epoch: 128, Train Acc: 0.8595, Test Acc: 0.4945, Train Acc Top5: 0.9964, Test Acc Top5: 0.8508
Epoch: 129, Train Acc: 0.8775, Test Acc: 0.4834, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 130, Train Acc: 0.8396, Test Acc: 0.5055, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 131, Train Acc: 0.8595, Test Acc: 0.5000, Train Acc Top5: 0.9982, Test Acc Top5: 0.8591
Epoch: 132, Train Acc: 0.8775, Test Acc: 0.5221, Train Acc Top5: 0.9964, Test Acc Top5: 0.8564
Epoch: 133, Train Acc: 0.8919, Test Acc: 0.5138, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 134, Train Acc: 0.8541, Test Acc: 0.4890, Train Acc Top5: 0.9964, Test Acc Top5: 0.8564
Epoch: 135, Train Acc: 0.8505, Test Acc: 0.5166, Train Acc Top5: 0.9982, Test Acc Top5: 0.8646
Epoch: 136, Train Acc: 0.8505, Test Acc: 0.5028, Train Acc Top5: 0.9964, Test Acc Top5: 0.8564
Epoch: 137, Train Acc: 0.8577, Test Acc: 0.5276, Train Acc Top5: 0.9964, Test Acc Top5: 0.8425
Epoch: 138, Train Acc: 0.8523, Test Acc: 0.5000, Train Acc Top5: 0.9982, Test Acc Top5: 0.8370
Epoch: 139, Train Acc: 0.8324, Test Acc: 0.4862, Train Acc Top5: 0.9964, Test Acc Top5: 0.8453
Epoch: 140, Train Acc: 0.8541, Test Acc: 0.5083, Train Acc Top5: 0.9982, Test Acc Top5: 0.8481
Epoch: 141, Train Acc: 0.8342, Test Acc: 0.5276, Train Acc Top5: 1.0000, Test Acc Top5: 0.8425
Epoch: 142, Train Acc: 0.8505, Test Acc: 0.4696, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 143, Train Acc: 0.8865, Test Acc: 0.5387, Train Acc Top5: 1.0000, Test Acc Top5: 0.8425
Epoch: 144, Train Acc: 0.8468, Test Acc: 0.4807, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 145, Train Acc: 0.8631, Test Acc: 0.4862, Train Acc Top5: 0.9982, Test Acc Top5: 0.8425
Epoch: 146, Train Acc: 0.8523, Test Acc: 0.4807, Train Acc Top5: 1.0000, Test Acc Top5: 0.8508
Epoch: 147, Train Acc: 0.8757, Test Acc: 0.5304, Train Acc Top5: 1.0000, Test Acc Top5: 0.8425
Epoch: 148, Train Acc: 0.8667, Test Acc: 0.4945, Train Acc Top5: 0.9982, Test Acc Top5: 0.8564
Epoch: 149, Train Acc: 0.8721, Test Acc: 0.5166, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 150, Train Acc: 0.8901, Test Acc: 0.5249, Train Acc Top5: 0.9964, Test Acc Top5: 0.8453
Epoch: 151, Train Acc: 0.9081, Test Acc: 0.5138, Train Acc Top5: 0.9964, Test Acc Top5: 0.8591
Epoch: 152, Train Acc: 0.8811, Test Acc: 0.5442, Train Acc Top5: 0.9982, Test Acc Top5: 0.8702
Epoch: 153, Train Acc: 0.9135, Test Acc: 0.5387, Train Acc Top5: 0.9982, Test Acc Top5: 0.8646
Epoch: 154, Train Acc: 0.9045, Test Acc: 0.5110, Train Acc Top5: 0.9964, Test Acc Top5: 0.8646
Epoch: 155, Train Acc: 0.9099, Test Acc: 0.5359, Train Acc Top5: 1.0000, Test Acc Top5: 0.8646
Epoch: 156, Train Acc: 0.8973, Test Acc: 0.5028, Train Acc Top5: 1.0000, Test Acc Top5: 0.8536
Epoch: 157, Train Acc: 0.9153, Test Acc: 0.5193, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 158, Train Acc: 0.9081, Test Acc: 0.4890, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 159, Train Acc: 0.8991, Test Acc: 0.4972, Train Acc Top5: 1.0000, Test Acc Top5: 0.8619
Epoch: 160, Train Acc: 0.8721, Test Acc: 0.5055, Train Acc Top5: 0.9946, Test Acc Top5: 0.8287
Epoch: 161, Train Acc: 0.8937, Test Acc: 0.5138, Train Acc Top5: 0.9964, Test Acc Top5: 0.8702
Epoch: 162, Train Acc: 0.8955, Test Acc: 0.5028, Train Acc Top5: 1.0000, Test Acc Top5: 0.8619
Epoch: 163, Train Acc: 0.8865, Test Acc: 0.5138, Train Acc Top5: 1.0000, Test Acc Top5: 0.8425
Epoch: 164, Train Acc: 0.9171, Test Acc: 0.5193, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 165, Train Acc: 0.8739, Test Acc: 0.5166, Train Acc Top5: 0.9982, Test Acc Top5: 0.8343
Epoch: 166, Train Acc: 0.8937, Test Acc: 0.5166, Train Acc Top5: 1.0000, Test Acc Top5: 0.8591
Epoch: 167, Train Acc: 0.9045, Test Acc: 0.5138, Train Acc Top5: 0.9982, Test Acc Top5: 0.8425
Epoch: 168, Train Acc: 0.9027, Test Acc: 0.4945, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 169, Train Acc: 0.8919, Test Acc: 0.5193, Train Acc Top5: 0.9982, Test Acc Top5: 0.8674
Epoch: 170, Train Acc: 0.8901, Test Acc: 0.5055, Train Acc Top5: 0.9982, Test Acc Top5: 0.8481
Epoch: 171, Train Acc: 0.8919, Test Acc: 0.5138, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 172, Train Acc: 0.9153, Test Acc: 0.5221, Train Acc Top5: 0.9982, Test Acc Top5: 0.8619
Epoch: 173, Train Acc: 0.9117, Test Acc: 0.5055, Train Acc Top5: 1.0000, Test Acc Top5: 0.8619
Epoch: 174, Train Acc: 0.8847, Test Acc: 0.5000, Train Acc Top5: 0.9964, Test Acc Top5: 0.8564
Epoch: 175, Train Acc: 0.8703, Test Acc: 0.5083, Train Acc Top5: 0.9982, Test Acc Top5: 0.8757
Epoch: 176, Train Acc: 0.9081, Test Acc: 0.4972, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 177, Train Acc: 0.9315, Test Acc: 0.5055, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 178, Train Acc: 0.9063, Test Acc: 0.4945, Train Acc Top5: 1.0000, Test Acc Top5: 0.8536
Epoch: 179, Train Acc: 0.8901, Test Acc: 0.5193, Train Acc Top5: 1.0000, Test Acc Top5: 0.8674
Epoch: 180, Train Acc: 0.9117, Test Acc: 0.5138, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 181, Train Acc: 0.9063, Test Acc: 0.5138, Train Acc Top5: 1.0000, Test Acc Top5: 0.8646
Epoch: 182, Train Acc: 0.9171, Test Acc: 0.4972, Train Acc Top5: 0.9982, Test Acc Top5: 0.8536
Epoch: 183, Train Acc: 0.9261, Test Acc: 0.5166, Train Acc Top5: 0.9982, Test Acc Top5: 0.8481
Epoch: 184, Train Acc: 0.9261, Test Acc: 0.5221, Train Acc Top5: 1.0000, Test Acc Top5: 0.8425
Epoch: 185, Train Acc: 0.9225, Test Acc: 0.5028, Train Acc Top5: 1.0000, Test Acc Top5: 0.8536
Epoch: 186, Train Acc: 0.9081, Test Acc: 0.5055, Train Acc Top5: 0.9982, Test Acc Top5: 0.8425
Epoch: 187, Train Acc: 0.9189, Test Acc: 0.4945, Train Acc Top5: 1.0000, Test Acc Top5: 0.8508
Epoch: 188, Train Acc: 0.9243, Test Acc: 0.5083, Train Acc Top5: 0.9982, Test Acc Top5: 0.8591
Epoch: 189, Train Acc: 0.9171, Test Acc: 0.4972, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 190, Train Acc: 0.9009, Test Acc: 0.5055, Train Acc Top5: 0.9982, Test Acc Top5: 0.8508
Epoch: 191, Train Acc: 0.9243, Test Acc: 0.5055, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 192, Train Acc: 0.9333, Test Acc: 0.5166, Train Acc Top5: 1.0000, Test Acc Top5: 0.8453
Epoch: 193, Train Acc: 0.9387, Test Acc: 0.5276, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 194, Train Acc: 0.9279, Test Acc: 0.5110, Train Acc Top5: 1.0000, Test Acc Top5: 0.8702
Epoch: 195, Train Acc: 0.9189, Test Acc: 0.5138, Train Acc Top5: 1.0000, Test Acc Top5: 0.8481
Epoch: 196, Train Acc: 0.9225, Test Acc: 0.5221, Train Acc Top5: 1.0000, Test Acc Top5: 0.8564
Epoch: 197, Train Acc: 0.9063, Test Acc: 0.5028, Train Acc Top5: 0.9982, Test Acc Top5: 0.8646
Epoch: 198, Train Acc: 0.9207, Test Acc: 0.4890, Train Acc Top5: 1.0000, Test Acc Top5: 0.8729
Epoch: 199, Train Acc: 0.8973, Test Acc: 0.5193, Train Acc Top5: 0.9982, Test Acc Top5: 0.8646
Epoch: 200, Train Acc: 0.8955, Test Acc: 0.4890, Train Acc Top5: 0.9982, Test Acc Top5: 0.8536
