Epoch: 001, Train Acc: 0.1009, Test Acc: 0.1188, Train Acc Top5: 0.4126, Test Acc Top5: 0.3923
Epoch: 002, Train Acc: 0.1946, Test Acc: 0.1796, Train Acc Top5: 0.5640, Test Acc Top5: 0.5304
Epoch: 003, Train Acc: 0.2829, Test Acc: 0.2762, Train Acc Top5: 0.6685, Test Acc Top5: 0.6326
Epoch: 004, Train Acc: 0.3225, Test Acc: 0.2956, Train Acc Top5: 0.6973, Test Acc Top5: 0.6989
Epoch: 005, Train Acc: 0.3351, Test Acc: 0.2735, Train Acc Top5: 0.7766, Test Acc Top5: 0.7127
Epoch: 006, Train Acc: 0.3441, Test Acc: 0.3149, Train Acc Top5: 0.7820, Test Acc Top5: 0.7293
Epoch: 007, Train Acc: 0.3207, Test Acc: 0.2818, Train Acc Top5: 0.7784, Test Acc Top5: 0.7348
Epoch: 008, Train Acc: 0.3604, Test Acc: 0.2790, Train Acc Top5: 0.8126, Test Acc Top5: 0.7320
Epoch: 009, Train Acc: 0.3910, Test Acc: 0.3425, Train Acc Top5: 0.8108, Test Acc Top5: 0.7486
Epoch: 010, Train Acc: 0.3874, Test Acc: 0.3398, Train Acc Top5: 0.8324, Test Acc Top5: 0.7569
Epoch: 011, Train Acc: 0.3820, Test Acc: 0.3011, Train Acc Top5: 0.8216, Test Acc Top5: 0.7376
Epoch: 012, Train Acc: 0.4036, Test Acc: 0.3453, Train Acc Top5: 0.8288, Test Acc Top5: 0.7486
Epoch: 013, Train Acc: 0.4180, Test Acc: 0.3149, Train Acc Top5: 0.8414, Test Acc Top5: 0.7431
Epoch: 014, Train Acc: 0.4108, Test Acc: 0.3094, Train Acc Top5: 0.8252, Test Acc Top5: 0.7265
Epoch: 015, Train Acc: 0.4108, Test Acc: 0.3343, Train Acc Top5: 0.8342, Test Acc Top5: 0.7182
Epoch: 016, Train Acc: 0.4270, Test Acc: 0.3204, Train Acc Top5: 0.8414, Test Acc Top5: 0.7403
Epoch: 017, Train Acc: 0.4685, Test Acc: 0.3564, Train Acc Top5: 0.8847, Test Acc Top5: 0.7680
Epoch: 018, Train Acc: 0.4577, Test Acc: 0.3425, Train Acc Top5: 0.8685, Test Acc Top5: 0.7597
Epoch: 019, Train Acc: 0.4072, Test Acc: 0.3370, Train Acc Top5: 0.8468, Test Acc Top5: 0.7403
Epoch: 020, Train Acc: 0.4919, Test Acc: 0.3619, Train Acc Top5: 0.8775, Test Acc Top5: 0.7486
Epoch: 021, Train Acc: 0.5045, Test Acc: 0.3591, Train Acc Top5: 0.8811, Test Acc Top5: 0.7597
Epoch: 022, Train Acc: 0.4414, Test Acc: 0.3425, Train Acc Top5: 0.8595, Test Acc Top5: 0.7652
Epoch: 023, Train Acc: 0.4973, Test Acc: 0.3481, Train Acc Top5: 0.9135, Test Acc Top5: 0.7652
Epoch: 024, Train Acc: 0.4793, Test Acc: 0.3674, Train Acc Top5: 0.8721, Test Acc Top5: 0.7597
Epoch: 025, Train Acc: 0.4973, Test Acc: 0.3702, Train Acc Top5: 0.8937, Test Acc Top5: 0.7624
Epoch: 026, Train Acc: 0.5117, Test Acc: 0.3508, Train Acc Top5: 0.9117, Test Acc Top5: 0.7928
Epoch: 027, Train Acc: 0.5279, Test Acc: 0.3646, Train Acc Top5: 0.9081, Test Acc Top5: 0.7624
Epoch: 028, Train Acc: 0.5586, Test Acc: 0.3840, Train Acc Top5: 0.9153, Test Acc Top5: 0.7956
Epoch: 029, Train Acc: 0.5766, Test Acc: 0.3702, Train Acc Top5: 0.9099, Test Acc Top5: 0.7983
Epoch: 030, Train Acc: 0.5405, Test Acc: 0.3508, Train Acc Top5: 0.9081, Test Acc Top5: 0.7624
Epoch: 031, Train Acc: 0.5640, Test Acc: 0.3757, Train Acc Top5: 0.9261, Test Acc Top5: 0.7735
Epoch: 032, Train Acc: 0.5676, Test Acc: 0.3729, Train Acc Top5: 0.9261, Test Acc Top5: 0.7790
Epoch: 033, Train Acc: 0.5441, Test Acc: 0.3729, Train Acc Top5: 0.9243, Test Acc Top5: 0.7873
Epoch: 034, Train Acc: 0.5297, Test Acc: 0.3757, Train Acc Top5: 0.9189, Test Acc Top5: 0.7901
Epoch: 035, Train Acc: 0.5441, Test Acc: 0.3536, Train Acc Top5: 0.9405, Test Acc Top5: 0.7873
Epoch: 036, Train Acc: 0.5550, Test Acc: 0.3729, Train Acc Top5: 0.9297, Test Acc Top5: 0.8177
Epoch: 037, Train Acc: 0.5802, Test Acc: 0.3702, Train Acc Top5: 0.9351, Test Acc Top5: 0.7928
Epoch: 038, Train Acc: 0.5856, Test Acc: 0.3785, Train Acc Top5: 0.9315, Test Acc Top5: 0.7680
Epoch: 039, Train Acc: 0.5712, Test Acc: 0.3674, Train Acc Top5: 0.9387, Test Acc Top5: 0.8039
Epoch: 040, Train Acc: 0.5730, Test Acc: 0.3757, Train Acc Top5: 0.9387, Test Acc Top5: 0.8039
